Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-04-19,0.51,1366844.88,1097285.22,164460.99,7534.3,97564.37,44646.67,52917.7,0.0,conventional,2015,PhoenixTucson
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-07-19,1.45,3103.11,37.26,2527.06,0.0,538.79,203.33,335.46,0.0,organic,2015,Boise
2016-07-24,2.25,20483.39,5280.24,13778.08,9.85,1415.22,1037.71,377.51,0.0,organic,2016,Portland
2015-01-11,0.93,274481.48,126092.05,101653.19,9591.88,37144.36,36874.44,269.92,0.0,conventional,2015,LasVegas
2015-06-07,1.75,30089.62,13382.84,5784.58,776.94,10145.26,8480.4,1664.86,0.0,organic,2015,Southeast
2015-12-13,2.0,4330.23,68.06,235.65,19.56,4006.96,1597.46,2409.5,0.0,organic,2015,HarrisburgScranton
2015-07-26,1.16,265367.52,133615.12,48153.33,115.96,83483.11,67480.1,16003.01,0.0,conventional,2015,Tampa
2016-11-13,1.64,144089.12,49399.39,26597.39,22714.68,45377.66,38436.79,6940.87,0.0,conventional,2016,Charlotte
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2016-01-17,0.76,2952576.85,804573.11,854485.91,84389.3,1209128.53,1079975.41,111405.86,17747.26,conventional,2016,LosAngeles
2017-06-04,2.72,23896.87,9678.79,10552.04,2.91,3663.13,3609.78,53.35,0.0,organic,2017,SanFrancisco
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-02-07,0.72,948838.16,90313.08,340413.42,17669.38,500442.28,498461.43,1358.08,622.77,conventional,2016,Portland
2015-08-30,0.82,1101680.91,674670.89,309275.19,7468.25,110266.58,101093.6,9171.11,1.87,conventional,2015,DallasFtWorth
2015-07-05,1.19,736913.15,146171.45,428389.18,19546.92,142805.6,88349.57,54456.03,0.0,conventional,2015,Denver
2015-03-15,1.87,3890.97,205.39,1300.42,1102.84,1282.32,1282.32,0.0,0.0,organic,2015,Charlotte
2016-07-10,1.06,90750.72,28563.77,16330.66,1198.87,44657.42,44566.32,33.56,57.54,conventional,2016,Spokane
2016-10-23,1.81,17434.69,368.26,12887.66,756.29,3422.48,3407.08,15.4,0.0,organic,2016,BaltimoreWashington
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2015-10-25,1.87,5476.77,2441.49,2684.67,0.0,350.61,180.0,170.61,0.0,organic,2015,Atlanta
2015-07-19,1.81,8669.79,2230.7,2168.87,649.81,3620.41,3620.41,0.0,0.0,organic,2015,BaltimoreWashington
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-04-05,1.78,30801.68,11237.65,8453.37,802.8,10307.86,8803.26,1504.6,0.0,organic,2015,Southeast
2015-03-22,1.39,29621.9,9365.64,8034.98,16.15,12205.13,543.33,11661.8,0.0,organic,2015,Denver
2017-05-14,1.66,74951.66,1032.62,43170.45,42.0,30706.59,28525.65,2180.94,0.0,conventional,2017,Syracuse
2015-11-22,1.38,39100.45,846.69,22314.4,34.38,15904.98,15904.98,0.0,0.0,conventional,2015,Syracuse
2015-09-20,1.02,590721.74,158198.44,242849.81,11283.42,178390.07,178374.58,8.85,6.64,conventional,2015,Seattle
2017-02-05,1.14,9742.87,224.66,5303.06,0.0,4215.15,1977.81,2237.34,0.0,organic,2017,Roanoke
2015-10-18,1.28,326458.27,94529.6,175181.76,12783.14,43963.77,43963.77,0.0,0.0,conventional,2015,Sacramento
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-05-03,1.55,6372.85,45.29,5832.35,20.71,474.5,474.5,0.0,0.0,organic,2015,HartfordSpringfield
2016-12-25,0.91,318683.18,19703.32,48083.12,142.0,250754.74,58951.54,191803.2,0.0,organic,2016,West
2016-09-11,1.87,13156.18,2037.56,3390.26,0.0,7728.36,5526.32,2202.04,0.0,organic,2016,WestTexNewMexico
2015-12-06,0.93,217174.66,4026.57,165454.45,15635.86,32057.78,26570.4,1560.59,3926.79,conventional,2015,GrandRapids
2017-03-26,1.02,325734.59,117623.43,43374.75,9405.35,155331.06,64615.85,90715.21,0.0,conventional,2017,LasVegas
2015-12-06,1.84,1158.42,90.29,104.18,0.0,963.95,948.52,15.43,0.0,organic,2015,Albany
2016-09-18,1.22,5471565.28,1888694.03,1934688.42,112714.97,1535467.86,1434869.76,59481.09,41117.01,conventional,2016,California
2016-11-13,1.79,10725.45,3.64,231.57,0.0,10490.24,10490.24,0.0,0.0,organic,2016,NorthernNewEngland
2015-05-17,1.18,275260.08,182281.62,18249.86,79.99,74648.61,58505.85,16142.76,0.0,conventional,2015,Tampa
2015-05-31,1.02,270601.09,102486.76,98090.75,11466.99,58556.59,53587.7,4968.89,0.0,conventional,2015,RichmondNorfolk
2016-05-15,0.88,889357.25,408466.47,227686.36,223.52,252980.9,64835.66,185705.24,2440.0,conventional,2016,MiamiFtLauderdale
2017-02-19,0.57,38386.57,822.08,5987.89,0.0,31576.6,1150.99,30425.61,0.0,organic,2017,Detroit
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-02-14,1.59,5737.5,1825.41,2428.43,0.0,1483.66,346.67,1136.99,0.0,organic,2016,Atlanta
2017-06-18,1.16,12361.79,146.66,3631.53,0.0,8583.6,2083.51,6500.09,0.0,organic,2017,Nashville
2016-07-31,1.03,214273.18,54119.45,28847.85,229.71,131076.17,109459.43,6537.25,15079.49,conventional,2016,StLouis
2015-11-15,1.31,49201.89,10986.49,18709.28,0.0,19506.12,18988.91,517.21,0.0,organic,2015,LosAngeles
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2015-03-22,1.95,964.25,76.53,841.88,0.0,45.84,3.33,42.51,0.0,organic,2015,Indianapolis
2016-06-12,0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355.0,conventional,2016,SanDiego
2015-01-04,1.72,593.39,0.0,102.71,0.0,490.68,490.68,0.0,0.0,organic,2015,Syracuse
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-10-04,0.89,413839.96,184069.95,92366.74,106.53,137296.74,52595.05,84698.84,2.85,conventional,2015,Tampa
2017-04-23,1.77,4478.9,322.84,1586.56,8.5,2561.0,30.0,2531.0,0.0,organic,2017,Spokane
2017-07-02,1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains
2017-02-12,1.63,9089.66,148.37,4040.19,418.86,4482.24,4319.92,162.32,0.0,organic,2017,Charlotte
2015-03-15,1.79,1473.56,19.18,164.73,0.0,1289.65,1289.65,0.0,0.0,organic,2015,Albany
2017-07-16,1.39,102461.61,2468.78,86707.66,2546.08,10739.09,4950.13,4788.96,1000.0,conventional,2017,Albany
2015-04-26,2.02,3545.7,684.84,1269.42,485.55,1105.89,1022.68,83.21,0.0,organic,2015,SouthCarolina
2017-06-04,1.34,4237221.91,2520206.31,473205.61,4226.6,1239583.39,719958.99,474483.44,45140.96,conventional,2017,Southeast
2017-06-18,1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2,765706.0,209441.36,44179.84,conventional,2017,Northeast
2017-06-25,2.34,24536.33,6207.54,9746.83,3.34,8578.62,227.23,8351.39,0.0,organic,2017,Portland
2015-06-28,1.1,5641742.02,3163839.74,1610910.07,212173.21,654819.0,630301.44,21861.54,2656.02,conventional,2015,California
2016-05-29,0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,conventional,2016,Southeast
2017-01-01,1.78,8038.22,121.25,3157.17,299.93,4459.87,4271.94,187.93,0.0,organic,2017,RaleighGreensboro
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2017-06-25,0.85,1022130.1,565529.68,82613.84,8881.62,365104.96,150840.39,214264.57,0.0,conventional,2017,WestTexNewMexico
2015-11-22,2.03,4731.93,2047.55,2644.38,0.0,40.0,40.0,0.0,0.0,organic,2015,LasVegas
2015-11-08,1.99,1162.68,165.99,263.8,11.95,720.94,648.49,72.45,0.0,organic,2015,HarrisburgScranton
2015-07-12,1.19,153112.84,4663.59,66045.81,9833.58,72569.86,66368.31,4901.72,1299.83,conventional,2015,GrandRapids
2016-06-19,1.04,21910.54,699.16,10546.16,0.0,10665.22,710.57,9954.65,0.0,organic,2016,CincinnatiDayton
2017-02-05,0.76,165785.94,30442.86,47312.59,527.32,87503.17,63590.88,23843.58,68.71,conventional,2017,Spokane
2016-10-16,1.4,2517672.23,399216.44,1126801.36,111904.83,879749.6,593425.23,274655.06,11669.31,conventional,2016,GreatLakes
2016-05-22,1.44,63165.58,15850.58,10455.82,422.78,36436.4,29566.47,6869.93,0.0,organic,2016,Southeast
2017-01-22,1.13,286641.35,94347.19,107935.3,6890.03,77468.83,75851.48,1617.35,0.0,conventional,2017,RichmondNorfolk
2017-05-07,1.51,7538.29,937.13,25.33,0.0,6575.83,5972.78,603.05,0.0,organic,2017,Pittsburgh
2015-06-28,1.93,33557.37,4415.32,20984.14,7.02,8150.89,6061.76,2089.13,0.0,organic,2015,Plains
2015-04-26,1.13,1787071.74,1022915.7,447514.72,23878.2,292763.12,278730.74,6240.25,7792.13,conventional,2015,Plains
2017-01-15,1.6,1959.1,13.85,1318.58,0.0,626.67,626.67,0.0,0.0,organic,2017,Louisville
2016-05-29,1.04,348557.33,127403.87,45533.0,38082.17,137538.29,122656.94,4439.52,10441.83,conventional,2016,Detroit
2016-06-05,1.11,308049.48,69779.42,115207.29,42240.01,80822.76,78796.85,800.08,1225.83,conventional,2016,RaleighGreensboro
2016-02-14,1.14,87228.1,2425.21,52891.65,1332.2,30579.04,19080.09,11498.95,0.0,conventional,2016,Pittsburgh
2017-05-28,1.23,220314.55,79848.31,14664.64,490.82,125310.78,102547.24,17838.96,4924.58,conventional,2017,StLouis
2016-10-16,1.4,26243.63,3780.79,4114.77,4.99,18343.08,2640.17,15702.91,0.0,organic,2016,Portland
2015-01-18,1.01,461063.73,250311.74,163944.2,14125.01,32682.78,27844.81,4411.36,426.61,conventional,2015,SanDiego
2017-01-22,1.52,79859.72,1341.0,52570.04,16.27,25932.41,24856.47,1075.94,0.0,conventional,2017,Syracuse
2015-08-09,2.72,15564.78,1802.46,13737.17,0.0,25.15,25.15,0.0,0.0,organic,2015,SanFrancisco
2016-02-07,1.38,156586.25,13085.23,84118.36,78.91,59303.75,42734.34,16569.41,0.0,organic,2016,California
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-05-24,0.89,22034.63,191.26,15349.07,0.0,6494.3,1124.5,5369.8,0.0,organic,2015,Roanoke
2017-04-23,1.58,7527.14,339.78,2413.71,0.0,4773.65,2203.3,2570.35,0.0,organic,2017,Roanoke
2016-11-06,2.51,11300.17,1168.91,7700.03,0.0,2431.23,497.84,1933.39,0.0,organic,2016,SanDiego
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-11-27,1.3,455469.67,86311.53,131940.87,14113.35,223103.92,81706.03,141397.89,0.0,conventional,2016,Denver
2017-05-28,1.37,11900.47,297.27,2385.12,0.0,9218.08,2087.45,7130.63,0.0,organic,2017,Roanoke
2015-03-15,1.27,226247.68,154931.57,21353.84,115.89,49846.38,34513.35,15333.03,0.0,conventional,2015,Orlando
2015-11-22,1.94,858.83,13.84,84.18,0.0,760.81,755.69,5.12,0.0,organic,2015,Albany
2017-01-29,0.95,627695.79,285147.95,86150.35,219.79,256177.7,177033.34,79144.36,0.0,conventional,2017,Atlanta
2016-11-20,2.22,8535.78,747.96,6107.03,0.0,1680.79,720.0,960.79,0.0,organic,2016,SanDiego
2015-07-05,1.83,1383.67,751.58,204.51,0.0,427.58,423.79,3.79,0.0,organic,2015,Pittsburgh
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-03-29,1.09,2971443.88,456518.93,1472879.42,196545.04,845500.49,758625.31,82421.91,4453.27,conventional,2015,GreatLakes
2016-07-17,1.14,6200613.68,2196723.33,2037093.61,278664.44,1688132.3,1563978.55,97434.91,26718.84,conventional,2016,California
2017-07-16,1.78,1148354.84,94267.55,311432.79,4766.71,733949.04,596197.98,137751.06,0.0,organic,2017,TotalUS
2016-03-20,1.23,79411.38,27908.44,6978.58,11.26,44513.1,35287.48,9225.62,0.0,organic,2016,SouthCentral
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-10-16,1.16,563725.3,106966.73,107928.08,13597.96,335232.53,329875.17,5211.82,145.54,conventional,2016,Portland
2015-09-20,1.87,3201.26,69.37,2727.16,345.61,59.12,26.67,32.45,0.0,organic,2015,RichmondNorfolk
2017-07-30,1.36,222758.77,41369.26,115565.26,55.81,65768.44,64199.34,285.77,1283.33,conventional,2017,HarrisburgScranton
2016-11-06,2.28,14538.3,815.52,7611.42,461.88,5649.48,5633.82,15.66,0.0,organic,2016,BaltimoreWashington
2016-12-04,1.09,304040.1,122448.61,64899.79,3039.45,113652.25,56900.14,56728.78,23.33,conventional,2016,SouthCarolina
2016-02-28,1.15,4481119.44,105867.52,3361015.9,84168.72,930067.3,867106.18,62961.12,0.0,conventional,2016,Northeast
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-02-21,1.04,3068786.09,1586507.45,590119.92,13665.41,878493.31,459449.71,419043.6,0.0,conventional,2016,Southeast
2016-03-06,1.92,1704.24,65.94,401.53,0.0,1236.77,1236.77,0.0,0.0,organic,2016,Albany
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-04-12,1.42,1294.45,8.84,799.87,0.0,485.74,263.35,222.39,0.0,organic,2015,Louisville
2015-11-15,1.2,8896.59,338.88,7249.58,0.0,1308.13,286.67,1021.46,0.0,organic,2015,CincinnatiDayton
2015-09-13,1.53,6742.51,409.09,4994.22,0.0,1339.2,638.66,700.54,0.0,organic,2015,Nashville
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2017-07-23,1.3,382711.86,183065.16,83184.47,1969.67,114492.56,86140.03,22272.11,6080.42,conventional,2017,SouthCarolina
2015-01-25,1.93,4131.86,1526.97,2031.56,0.0,573.33,573.33,0.0,0.0,organic,2015,StLouis
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-01-24,1.46,8850.23,6.98,616.39,0.0,8226.86,8226.86,0.0,0.0,organic,2016,Boston
2015-11-08,0.8,4864814.01,2470146.6,1630407.36,115276.98,648983.07,485540.3,163125.93,316.84,conventional,2015,SouthCentral
2015-03-29,1.6,5559.67,214.19,3073.68,486.7,1785.1,1721.22,63.88,0.0,organic,2015,RichmondNorfolk
2017-02-19,1.38,64262.13,16636.2,41845.91,6.29,5773.73,5710.82,62.91,0.0,organic,2017,Philadelphia
2016-07-03,1.86,152428.41,6218.3,33938.57,1960.35,110311.19,98420.14,11891.05,0.0,organic,2016,Northeast
2016-12-11,1.68,7154.49,132.06,2651.85,459.44,3911.14,3506.84,404.3,0.0,organic,2016,Charlotte
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-06-26,1.0,259281.86,74356.16,104881.0,13640.28,66404.42,61487.49,26.93,4890.0,conventional,2016,RichmondNorfolk
2015-11-08,0.95,152084.79,61494.68,35336.71,29583.9,25669.5,14899.79,6935.32,3834.39,conventional,2015,Columbus
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-04-19,1.55,27489.48,614.18,25888.63,0.0,986.67,986.67,0.0,0.0,organic,2015,Chicago
2015-05-31,0.56,1282095.88,981853.86,177850.55,10400.82,111990.65,81585.03,30405.62,0.0,conventional,2015,PhoenixTucson
2016-07-31,1.24,86030.88,2355.37,53669.84,1144.87,28860.8,13632.0,13603.6,1625.2,conventional,2016,Louisville
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-07-19,1.04,370830.93,125844.19,66223.96,105281.52,73481.26,61402.16,2038.49,10040.61,conventional,2015,Detroit
2015-10-04,1.0,4895485.63,1369449.86,2378441.26,179192.02,968402.49,630337.33,336994.14,1071.02,conventional,2015,West
2016-02-14,0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,LosAngeles
2016-04-03,1.03,189989.18,58169.25,74249.46,5176.88,52393.59,52393.59,0.0,0.0,conventional,2016,RichmondNorfolk
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2016-04-24,0.95,2088524.46,887508.56,650864.38,11773.39,538378.13,474085.79,56591.26,7701.08,conventional,2016,Plains
2015-07-19,1.31,56107.03,41370.58,6317.71,0.0,8418.74,6211.9,2206.84,0.0,organic,2015,SouthCentral
2016-02-28,0.89,89981.54,38143.38,5361.13,8767.1,37709.93,37217.14,472.26,20.53,conventional,2016,Boise
2016-08-21,1.88,8616.4,3154.25,2593.44,70.63,2798.08,2788.08,10.0,0.0,organic,2016,StLouis
2015-01-04,1.4,187548.3,70313.71,72942.11,24.3,44268.18,10023.72,34244.46,0.0,organic,2015,West
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-10-18,1.84,12357.55,10832.2,1317.09,0.0,208.26,166.14,42.12,0.0,organic,2015,PhoenixTucson
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-06-21,0.96,265555.66,2552.14,167585.16,32903.12,62515.24,53623.47,4943.16,3948.61,conventional,2015,GrandRapids
2017-05-28,1.15,102536.61,20265.31,31394.11,156.08,50721.11,50674.3,33.81,13.0,conventional,2017,Spokane
2015-10-11,0.97,3179824.67,1810141.55,579736.64,34930.57,755015.91,356707.71,398280.71,27.49,conventional,2015,Southeast
2017-02-26,1.25,434201.49,9612.04,363051.67,5133.05,56404.73,56404.73,0.0,0.0,conventional,2017,NorthernNewEngland
2015-03-01,1.47,4298.37,145.94,2466.7,411.51,1274.22,916.67,357.55,0.0,organic,2015,RichmondNorfolk
2016-07-24,1.6,149002.57,2349.93,66146.5,26206.73,54299.41,40486.7,3842.5,9970.21,conventional,2016,GrandRapids
2015-01-11,1.38,315984.22,14323.61,198387.14,1715.41,101558.06,88980.0,12578.06,0.0,conventional,2015,Philadelphia
2016-05-08,0.83,427575.05,170359.46,144990.1,8687.46,103538.03,46595.95,56942.08,0.0,conventional,2016,LasVegas
2016-11-27,2.08,979.74,58.63,714.71,0.0,206.4,150.56,55.84,0.0,organic,2016,GrandRapids
2016-11-27,1.52,168440.43,28656.52,31983.14,64.8,107735.97,31027.16,76708.81,0.0,organic,2016,West
2017-06-25,1.39,13598.83,478.09,2992.04,0.0,10128.7,544.59,9584.11,0.0,organic,2017,Detroit
2016-09-11,2.27,12509.69,218.44,5314.04,10.99,6966.22,6847.92,118.3,0.0,organic,2016,HartfordSpringfield
2015-07-26,1.12,153868.79,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,conventional,2015,GrandRapids
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-11-06,1.93,2674.0,60.08,194.11,0.0,2419.81,2419.81,0.0,0.0,organic,2016,Albany
2017-05-21,0.89,999265.6,545326.36,89271.68,12452.44,352215.12,135057.21,217157.91,0.0,conventional,2017,WestTexNewMexico
2017-04-30,1.05,205559.96,101894.13,53722.34,3641.61,46301.88,31302.01,14958.2,41.67,conventional,2017,Pittsburgh
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-02-22,1.38,10969.92,1780.63,7973.37,0.0,1215.92,83.33,1132.59,0.0,organic,2015,Atlanta
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-12-25,1.48,7784.0,708.23,3.45,0.0,7072.32,6823.42,248.9,0.0,organic,2016,Pittsburgh
2016-11-13,2.65,28406.0,3701.02,19604.7,96.86,5003.42,4922.27,81.15,0.0,organic,2016,NewYork
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-03-29,1.09,161288.59,5382.76,97691.27,8095.81,50118.75,37465.78,11727.21,925.76,conventional,2015,Indianapolis
2015-02-15,1.51,4449.11,1630.04,2660.43,0.0,158.64,30.0,128.64,0.0,organic,2015,Spokane
2015-10-11,1.13,8171.34,83.19,3470.24,0.0,4617.91,543.34,4074.57,0.0,organic,2015,Roanoke
2017-02-19,1.14,3178563.0,1648815.38,483659.79,4681.1,1041406.73,695382.17,330922.06,15102.5,conventional,2017,Southeast
2016-10-23,2.73,8533.85,653.46,6987.25,0.0,893.14,893.14,0.0,0.0,organic,2016,SanDiego
2017-07-09,1.71,1130374.7,109023.66,333458.24,3424.69,684468.11,485919.33,198548.78,0.0,organic,2017,TotalUS
2016-08-14,1.62,3590.48,269.64,336.68,13.51,2970.65,2954.1,16.55,0.0,organic,2016,HarrisburgScranton
2015-01-25,1.08,116995.68,53201.66,32775.08,7822.59,23196.35,21117.47,2057.45,21.43,conventional,2015,Columbus
2016-03-13,1.63,10985.53,5.05,222.41,0.0,10758.07,10758.07,0.0,0.0,organic,2016,NorthernNewEngland
2017-05-14,1.59,5693.95,229.87,1400.1,0.0,4063.98,1150.0,2913.98,0.0,organic,2017,StLouis
2015-12-20,1.83,1742.99,1078.97,55.37,15.32,593.33,593.33,0.0,0.0,organic,2015,Jacksonville
2015-05-17,1.23,243265.56,168886.63,19797.32,173.63,54407.98,38066.02,16341.96,0.0,conventional,2015,Orlando
2015-04-05,1.75,3315.89,28.96,155.83,7.44,3123.66,3123.66,0.0,0.0,organic,2015,HarrisburgScranton
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2017-05-21,2.63,8322.8,311.21,5215.69,311.21,2484.69,2169.64,315.05,0.0,organic,2017,RaleighGreensboro
2015-05-03,1.42,136771.79,946.38,50266.22,81.86,85477.33,84332.05,1102.22,43.06,conventional,2015,BuffaloRochester
2017-07-23,1.44,77668.0,17050.89,35913.91,88.54,24614.66,13712.78,10899.63,2.25,conventional,2017,Spokane
2015-03-22,0.99,5368331.44,2511453.54,2163704.41,101626.05,591547.44,515038.9,76495.68,12.86,conventional,2015,West
2015-10-04,0.98,139679.01,3645.9,87385.31,13528.83,35118.97,18727.08,14546.97,1844.92,conventional,2015,Indianapolis
2015-05-31,0.97,76689.38,57373.57,7421.36,4028.3,7866.15,7860.31,5.84,0.0,conventional,2015,Boise
2016-11-27,1.57,195221.04,4269.91,149413.39,119.71,41418.03,41408.89,9.14,0.0,conventional,2016,HartfordSpringfield
2015-06-28,1.68,18877.36,576.78,18163.91,0.0,136.67,136.67,0.0,0.0,organic,2015,Chicago
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-01-24,0.97,272314.29,81685.72,131405.09,7716.74,51506.74,50993.41,513.33,0.0,conventional,2016,RichmondNorfolk
2015-06-21,1.19,255431.85,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,conventional,2015,HarrisburgScranton
2016-03-06,1.33,417688.74,16299.39,278369.87,636.84,122382.64,112636.83,9742.72,3.09,conventional,2016,Philadelphia
2016-08-14,1.21,463651.71,114823.86,226795.01,5813.05,116219.79,114464.79,0.0,1755.0,conventional,2016,NorthernNewEngland
2017-05-07,1.4,560446.85,157076.63,348134.91,1707.32,53527.99,49645.28,567.71,3315.0,conventional,2017,Sacramento
2015-01-04,1.08,788025.06,53987.31,552906.04,39995.03,141136.68,137146.07,3990.61,0.0,conventional,2015,BaltimoreWashington
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-12-27,0.98,403741.62,98482.89,249362.94,13805.3,42090.49,42084.71,5.78,0.0,conventional,2015,Sacramento
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2017-02-19,1.42,141775.8,1224.48,80219.4,17743.37,42588.55,28012.65,4266.37,10309.53,conventional,2017,GrandRapids
2015-02-08,1.4,54484.31,8561.32,34897.03,32.96,10993.0,586.67,10406.33,0.0,organic,2015,Seattle
2016-10-30,1.28,70137.79,1769.84,35446.19,162.17,32759.59,7816.19,24943.4,0.0,conventional,2016,Louisville
2017-03-12,1.42,245928.12,51306.88,126552.09,107.88,67961.27,64446.7,3514.57,0.0,conventional,2017,HarrisburgScranton
2016-09-25,0.87,40784.87,13792.1,93.57,0.0,26899.2,26875.87,23.33,0.0,organic,2016,Houston
2015-01-18,1.94,35304.15,1461.14,13317.36,73.5,20452.15,18457.1,1995.05,0.0,organic,2015,Northeast
